Record ID,Manufacturer,Manufacturer Part Number,Price,Cost,MSRP,Internal Description,Frequently Used,Supplier,Description,Pricing Strategy,MSRP Adjustment,QBE Price,Last Pricing Update,Short Number,Old Short Number,Secondary Supplier,Tertiary Supplier,Pricing Source
LAR1068 - Weatherproof 4 1/2 Round HPTO w/Round Box - Weatherproof 4 1/2 Round HPTO w/Round Box -  - W4R1R0 - $120.00 ,Larco,W4R1R0,120.0,59.0,,Weatherproof 4 1/2 Round HPTO w/Round Box,,Larco,Weatherproof 4 1/2 Round HPTO w/Round Box,Special,,,,LAR1068,,,,
LAR1064 - Weatherproof 4 1/2 Round HPTO w/Round Box + 433 MHz TX - Weatherproof 4 1/2 Round HPTO w/Round Box + 433 MHz TX -  - W4R1R4 - $182.00 ,Larco,W4R1R4,182.0,82.5,,Weatherproof 4 1/2 Round HPTO w/Round Box + 433 MHz TX,,Larco,Weatherproof 4 1/2 Round HPTO w/Round Box + 433 MHz TX,Special,,,,LAR1064,,,,
LAR1074 - Weatherproof 4 1/2 Round HPTO w/Universal Box - Weatherproof 4 1/2 Round HPTO w/Universal Box -  - W4R1U0 - $120.00 ,Larco,W4R1U0,120.0,59.0,,Weatherproof 4 1/2 Round HPTO w/Universal Box,,Larco,Weatherproof 4 1/2 Round HPTO w/Universal Box,Special,,,,LAR1074,,,,
"LAR1070 - Weatherproof 4 1/2 Round HPTO w/Universal Box + 433 MHz TX - Weatherproof 4 1/2 Round HPTO w/Universal Box + 433 MHz TX, Larco -  - W4R1U4 - $182.00 ",Larco,W4R1U4,182.0,99.5,,"Weatherproof 4 1/2 Round HPTO w/Universal Box + 433 MHz TX, Larco",,Larco,Weatherproof 4 1/2 Round HPTO w/Universal Box + 433 MHz TX,Special,,,,LAR1070,,,,
LAR1076 - Weatherproof 4 1/2 Square HPTO - Weatherproof 4 1/2 Square HPTO -  - W4S1 - $88.00 ,Larco,W4S1,88.0,43.0,,Weatherproof 4 1/2 Square HPTO,,Larco,Weatherproof 4 1/2 Square HPTO,Special,,,,LAR1076,,,,
LAR1078 - Weatherproof 4 1/2 Square HPTO w/Universal Box - Weatherproof 4 1/2 Square HPTO w/Universal Box -  - W4S1U0 - $120.00 ,Larco,W4S1U0,120.0,59.0,,Weatherproof 4 1/2 Square HPTO w/Universal Box,,Larco,Weatherproof 4 1/2 Square HPTO w/Universal Box,Special,,,,LAR1078,,,,
"LAR1082 - Weatherproof 4 1/2 Square With Universal Box - Weatherproof 4 1/2 Square HPTO w/Universal Box + 433 MHz TX, Larco -  - W4S1U4 - $191.28 ",Larco,W4S1U4,191.28,99.5,182.0,"Weatherproof 4 1/2 Square HPTO w/Universal Box + 433 MHz TX, Larco",,Larco,Weatherproof 4 1/2 Square With Universal Box,MSRP Adjust,0.051,,"Jun 21, 2022",LAR1082,,,,
LAR1044 - Weatherproof 6in Round PTO - Weatherproof 6in Round PTO -  - W6R1 - $88.00 ,Larco,W6R1,88.0,43.0,,Weatherproof 6in Round PTO,,Larco,Weatherproof 6in Round PTO,Special,,,,LAR1044,,,,
LAR1040 - Weatherproof 6in Round HPTO w/Round Box - Weatherproof 6in Round HPTO w/Round Box -  - W6R1R0 - $120.00 ,Larco,W6R1R0,120.0,59.0,,Weatherproof 6in Round HPTO w/Round Box,,Larco,Weatherproof 6in Round HPTO w/Round Box,Special,,,,LAR1040,,,,
LAR1036 - Weatherproof 6in Round HPTO w/Round Box + 433 MHz TX - Weatherproof 6in Round HPTO w/Round Box + 433 MHz TX -  - W6R1R4 - $182.00 ,Larco,W6R1R4,182.0,82.5,,Weatherproof 6in Round HPTO w/Round Box + 433 MHz TX,,Larco,Weatherproof 6in Round HPTO w/Round Box + 433 MHz TX,Special,,,,LAR1036,,,,
LAR1038 - Weatherproof 6in Round HPTO - Weatherproof 6in Round HPTO -  - W6R1RA - $88.00 ,Larco,W6R1RA,88.0,43.0,,Weatherproof 6in Round HPTO,,Larco,Weatherproof 6in Round HPTO,Special,,,,LAR1038,,,,
LAR1046 - Weatherproof 6in Round HPTO w/Universal Box - Weatherproof 6in Round HPTO w/Universal Box -  - W6R1U0 - $120.00 ,Larco,W6R1U0,120.0,59.0,,Weatherproof 6in Round HPTO w/Universal Box,,Larco,Weatherproof 6in Round HPTO w/Universal Box,Special,,,,LAR1046,,,,
LAR1042 - Weatherproof 6in Round HPTO w/Universal Box + 433 MHz TX - Weatherproof 6in Round HPTO w/Universal Box + 433 MHz TX -  - W6R1U4 - $182.00 ,Larco,W6R1U4,182.0,108.5,239.7073170708,Weatherproof 6in Round HPTO w/Universal Box + 433 MHz TX,,Larco,Weatherproof 6in Round HPTO w/Universal Box + 433 MHz TX,Special,,,,LAR1042,,,,
LAR1050 - Weatherproof 6  Square HPTO - Weatherproof 6  Square HPTO -  - W6S1 - $88.00 ,Larco,W6S1,88.0,43.0,,Weatherproof 6  Square HPTO,,Larco,Weatherproof 6  Square HPTO,Special,,,,LAR1050,,,,
LAR1052 - Weatherproof 6 Square HPTO w/Universal Box - Weatherproof 6 Square HPTO w/Universal Box -  - W6S1U0 - $120.00 ,Larco,W6S1U0,120.0,59.0,,Weatherproof 6 Square HPTO w/Universal Box,,Larco,Weatherproof 6 Square HPTO w/Universal Box,Special,,,,LAR1052,,,,
LAR1048 - Weatherproof 6 Square plain w/Universal Box + 433 MHz TXz - Weatherproof 6 Square plain w/Universal Box + 433 MHz TXz -  - W6S1U4 - $182.00 ,Larco,W6S1U4,182.0,82.5,,Weatherproof 6 Square plain w/Universal Box + 433 MHz TXz,,Larco,Weatherproof 6 Square plain w/Universal Box + 433 MHz TXz,Special,,,,LAR1048,,,,
LAR1056 - Weatherproof Copper 4 1/2 Square HPTO w/Universal Box - Weatherproof Copper 4 1/2 Square HPTO w/Universal Box -  - WC4 S1U0 - $160.00 ,Larco,WC4 S1U0,160.0,73.5,,Weatherproof Copper 4 1/2 Square HPTO w/Universal Box,,Larco,Weatherproof Copper 4 1/2 Square HPTO w/Universal Box,Special,,,,LAR1056,,,,
LAR1058 - Weatherproof Copper 4 1/2 Round HPTO - Weatherproof Copper 4 1/2 Round HPTO -  - WC4R1A - $128.00 ,Larco,WC4R1A,128.0,58.0,,Weatherproof Copper 4 1/2 Round HPTO,,Larco,Weatherproof Copper 4 1/2 Round HPTO,Special,,,,LAR1058,,,,
LAR1060 - Weatherproof Copper 4 1/2 Round HPTO w/Round Box - Weatherproof Copper 4 1/2 Round HPTO w/Round Box -  - WC4R1AR0 - $160.00 ,Larco,WC4R1AR0,160.0,73.5,,Weatherproof Copper 4 1/2 Round HPTO w/Round Box,,Larco,Weatherproof Copper 4 1/2 Round HPTO w/Round Box,Special,,,,LAR1060,,,,
LAR1062 - Weatherproof Copper 4 1/2 Round HPTO w/Round Box + 433 MHz TX - Weatherproof Copper 4 1/2 Round HPTO w/Round Box + 433 MHz TX -  - WC4R1R4 - $208.00 ,Larco,WC4R1R4,208.0,97.0,,Weatherproof Copper 4 1/2 Round HPTO w/Round Box + 433 MHz TX,,Larco,Weatherproof Copper 4 1/2 Round HPTO w/Round Box + 433 MHz TX,Special,,,,LAR1062,,,,
LAR1054 - Weatherproof Copper 4 1/2 Square HPTO - Weatherproof Copper 4 1/2 Square HPTO -  - WC4S1 - $128.00 ,Larco,WC4S1,128.0,58.0,,Weatherproof Copper 4 1/2 Square HPTO,,Larco,Weatherproof Copper 4 1/2 Square HPTO,Special,,,,LAR1054,,,,
LAR1030 - Weatherproof Copper 6in Round HPTO - Weatherproof Copper 6in Round HPTO -  - WC6R1A - $128.00 ,Larco,WC6R1A,128.0,60.5,,Weatherproof Copper 6in Round HPTO,,Larco,Weatherproof Copper 6in Round HPTO,Special,,,,LAR1030,,,,
LAR1032 - Weatherproof Copper 6in Round HPTO w/Round Box - Weatherproof Copper 6in Round HPTO w/Round Box -  - WC6R1R0 - $160.00 ,Larco,WC6R1R0,160.0,76.0,,Weatherproof Copper 6in Round HPTO w/Round Box,,Larco,Weatherproof Copper 6in Round HPTO w/Round Box,Special,,,,LAR1032,,,,
LAR1034 - Weatherproof Copper 6in Round HPTO w/Round Box + 433 MHz TX - Weatherproof Copper 6in Round HPTO w/Round Box + 433 MHz TX -  - WC6R1R4 - $208.00 ,Larco,WC6R1R4,208.0,99.5,,Weatherproof Copper 6in Round HPTO w/Round Box + 433 MHz TX,,Larco,Weatherproof Copper 6in Round HPTO w/Round Box + 433 MHz TX,Special,,,,LAR1034,,,,
LAR1024 - Weatherproof Copper 6in Square HPTO - Weatherproof Copper 6in Square HPTO -  - WC6S1 - $128.00 ,Larco,WC6S1,128.0,60.5,,Weatherproof Copper 6in Square HPTO,,Larco,Weatherproof Copper 6in Square HPTO,Special,,,,LAR1024,,,,
LAR1026 - Weatherproof Copper 6in Square HPTO w /Universal Box - Weatherproof Copper 6in Square HPTO w /Universal Box -  - WC6S1U0 - $160.00 ,Larco,WC6S1U0,160.0,76.0,,Weatherproof Copper 6in Square HPTO w /Universal Box,,Larco,Weatherproof Copper 6in Square HPTO w /Universal Box,Special,,,,LAR1026,,,,
LAR1028 - Weatherproof Copper 6in Square HPTO w /Universal Box + 433 MHz TX - Weatherproof Copper 6in Square HPTO w /Universal Box + 433 MHz TX -  - WC6S1U4 - $222.00 ,Larco,WC6S1U4,222.0,99.5,,Weatherproof Copper 6in Square HPTO w /Universal Box + 433 MHz TX,,Larco,Weatherproof Copper 6in Square HPTO w /Universal Box + 433 MHz TX,Special,,,,LAR1028,,,,
LAR1019 - Weatherproof Jamb Switch HPTO w/box - Weatherproof Jamb Switch HPTO w/box -  - WJ01J0 - $100.00 ,Larco,WJ01J0,100.0,44.0,,Weatherproof Jamb Switch HPTO w/box,,Larco,Weatherproof Jamb Switch HPTO w/box,Special,,,,LAR1019,,,,
LAR1017 - Weatherproof Jamb Switch HPTO w/box + 433 MHz TX - Weatherproof Jamb Switch HPTO w/box + 433 MHz TX -  - WJ01J4 - $148.00 ,Larco,WJ01J4,148.0,82.0,,Weatherproof Jamb Switch HPTO w/box + 433 MHz TX,,Larco,Weatherproof Jamb Switch HPTO w/box + 433 MHz TX,Special,,,,LAR1017,,,,
LAR1091 - weatherproof transmitter  - weatherproof transmitter  -  - wp23269500 - $89.45 ,Larco,wp23269500,89.45,42.0,85.105263159,weatherproof transmitter ,,"ATEK Access Technologies, LLC",weatherproof transmitter ,MSRP Adjust,0.051,,,LAR1091,,,,
MEW1001 - Enclosed Switching Power Supply -  Single Output -  12V - Enclosed Switching Power Supply -  Single Output -  12V -  - LRS-75-12 - $33.63 ,Mean Well,LRS-75-12,33.63,18.0,32.0,Enclosed Switching Power Supply -  Single Output -  12V,,Amazon,Enclosed Switching Power Supply -  Single Output -  12V,MSRP Adjust,0.051,,,MEW1001,,,,
"MEW1000 - Enclosed Switching Power Supply -  Single Output -  24V - Enclosed Switching Power Supply, Single Output, 24V, 3.2A, 76.8W, 3.9"" L x 3.82"" W x 1.18"" H, Mean Well -  - LRS-75-24 - $27.28 ",Mean Well,LRS-75-24,27.28,18.19,27.28,"Enclosed Switching Power Supply, Single Output, 24V, 3.2A, 76.8W, 3.9"" L x 3.82"" W x 1.18"" H, Mean Well",,Amazon,Enclosed Switching Power Supply -  Single Output -  24V,MSRP,,,,MEW1000,,,,
"MOT1029 - Motion Access - Condor Swing Low Energy Operator -  Aluminum - Motion Access - Condor Swing Low Energy Operator,  72 inch, Push Arm/Out Swing -  Aluminum -  - LP1C-72 - $4,530.00 ",Motion Access,LP1C-72,4530.0,1996.0,4530.0,"Motion Access - Condor Swing Low Energy Operator,  72 inch, Push Arm/Out Swing -  Aluminum",,"Motion Access, LLC",Motion Access - Condor Swing Low Energy Operator -  Aluminum,MSRP,,,,MOT1029,,,,
MOT1038 - Header End Dress Plates - Header End Dress Plates (QTY 2/Package) -  - MA-END-PLATES - $46.66 ,Motion Access,MA-END-PLATES,46.66,22.1,44.4,Header End Dress Plates (QTY 2/Package),,"Motion Access, LLC",Header End Dress Plates,MSRP Adjust,0.051,,,MOT1038,,,,
MOT1040 - Ground Bracket Assembly w/Control Harness  - Ground Bracket Assembly w/Control Harness  -  - MA-GND-ASM - $56.33 ,Motion Access,MA-GND-ASM,56.33,26.8,53.6,Ground Bracket Assembly w/Control Harness ,,"Motion Access, LLC",Ground Bracket Assembly w/Control Harness ,MSRP Adjust,0.051,,,MOT1040,,,,
MOT1039 - Arms for the Condor Automatic Door Operators - Arms for the Condor Automatic Door Operators -  - MA-PUSH-LH-DBZ - $0.00 ,Motion Access,MA-PUSH-LH-DBZ,0.0,103.0,0.0,Arms for the Condor Automatic Door Operators,,"Motion Access, LLC",Arms for the Condor Automatic Door Operators,MSRP Adjust,0.051,,,MOT1039,,,,
MOT1032 - Universal Three-Position Rocker Switch - Universal Three-Position Rocker Switch -  - MA40011 - $83.09 ,Motion Access,MA40011,83.09,39.0,79.054054053,Universal Three-Position Rocker Switch,,"Motion Access, LLC",Universal Three-Position Rocker Switch,MSRP Adjust,0.051,,,MOT1032,,,,
"MOT1033 - Condor Swing Controller -  Low Energy - Condor Swing Controller, Low Energy -  - MA50777T-L - $960.61 ",Motion Access,MA50777T-L,960.61,457.0,914.0,"Condor Swing Controller, Low Energy",,"Motion Access, LLC",Condor Swing Controller -  Low Energy,MSRP Adjust,0.051,,,MOT1033,,,,
"MOT1043 - Motion Access Power Harness Condor Swing/Slide Control -  4-Pin New Style to 4-Pin Old Style - Motion Access Power Harness Condor Swing/Slide Control, 4-Pin New Style to 4-Pin Old Style -  - MA50782 - $15.76 ",Motion Access,MA50782,15.76,7.1,15.0,"Motion Access Power Harness Condor Swing/Slide Control, 4-Pin New Style to 4-Pin Old Style",,"Motion Access, LLC",Motion Access Power Harness Condor Swing/Slide Control -  4-Pin New Style to 4-Pin Old Style,MSRP Adjust,0.051,,,MOT1043,,,,
"MOT1037 - Condor Swing Motor/Gearbox Right Hand - Condor Swing Motor/Gearbox with Encoder, 10 pin connector. -  - MA81000-901 - $1,135.08 ",Motion Access,MA81000-901,1135.08,540.0,1080.0,"Condor Swing Motor/Gearbox with Encoder, 10 pin connector.",,"Motion Access, LLC",Condor Swing Motor/Gearbox Right Hand,MSRP Adjust,0.051,,,MOT1037,,,,
"MOT1028 - 10 Pin Connector -  Swing -  Motor/Gearbox - 10 Pin Connector -  Swing -  Motor/Gearbox -  - MA81000-902 - $1,080.00 ",Motion Access,MA81000-902,1080.0,540.0,1080.0,10 Pin Connector -  Swing -  Motor/Gearbox,,"Motion Access, LLC",10 Pin Connector -  Swing -  Motor/Gearbox,MSRP,,,,MOT1028,,,,
"MOT1041 - Low Force Motor/Gearbox -  RH -  10-Pin Connector - Low Force Motor/Gearbox, RH, 10-Pin Connector -  - MA83000-901 - $1,254.00 ",Motion Access,MA83000-901,1254.0,627.0,,"Low Force Motor/Gearbox, RH, 10-Pin Connector",,"Motion Access, LLC",Low Force Motor/Gearbox -  RH -  10-Pin Connector,Cost Adj,,,,MOT1041,,,,
"MOT1017 - Motion Access - Condor Swing Low Energy Operator – LH -  Push Arm/Out Swing -  Aluminum - Motion Access - Condor Swing Low Energy Operator 36 inch Can  LH -  Push Arm/Out Swing -  Aluminum  -  - MAC-LL1C-36 - $2,300.00 ",Motion Access,MAC-LL1C-36,2300.000000031,1110.0,2300.000000031,Motion Access - Condor Swing Low Energy Operator 36 inch Can  LH -  Push Arm/Out Swing -  Aluminum ,,"Motion Access, LLC",Motion Access - Condor Swing Low Energy Operator – LH -  Push Arm/Out Swing -  Aluminum,MSRP,,,,MOT1017,,,,
"MOT1008 - Motion Access Condor Swing Low Energy Operator – LH -  Push Arm/Out Swing -  Silver - Motion Access Condor Swing Low Energy Operator â€“ LH -  Push Arm/Out Swing -  Silver -  - MAC-LL1C-XX - $2,300.00 ",Motion Access,MAC-LL1C-XX,2300.0,1110.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ LH -  Push Arm/Out Swing -  Silver,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – LH -  Push Arm/Out Swing -  Silver,Special,,,,MOT1008,,,,
"MOT1016 - Motion Access - Condor Swing Low Energy Operator - Dark Bronz - Motion Access - Condor Swing Low Energy Operator â€“ LH -  Push Arm/Out Swing - 36 Inch Can  - Dark Bronze -  - MAC-LL1D-36 - $2,300.00 ",Motion Access,MAC-LL1D-36,2300.000000031,1110.0,2300.000000031,Motion Access - Condor Swing Low Energy Operator â€“ LH -  Push Arm/Out Swing - 36 Inch Can  - Dark Bronze,,"Motion Access, LLC",Motion Access - Condor Swing Low Energy Operator - Dark Bronz,MSRP,,,,MOT1016,,,,
"MOT1012 - Motion Access Condor Swing Low Energy Operator -  Dark Bronze - Motion Access Condor Swing Low Energy Operator â€“ LH -  Push Arm/Out Swing -  Dark Bronze -  - MAC-LL1D-XX - $2,300.00 ",Motion Access,MAC-LL1D-XX,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ LH -  Push Arm/Out Swing -  Dark Bronze,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator -  Dark Bronze,Special,,,,MOT1012,,,,
"MOT1020 - Motion Access Condor Swing Low Energy Operator – LH -  Pull Arm/In Swing -  Silver - 36 Inch Can - Motion Access Condor Swing Low Energy Operator â€“ LH -  Pull Arm/In Swing -  Silver - 36 Inch Can -  - MAC-LL2C-36 - $2,300.00 ",Motion Access,MAC-LL2C-36,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ LH -  Pull Arm/In Swing -  Silver - 36 Inch Can,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – LH -  Pull Arm/In Swing -  Silver - 36 Inch Can,MSRP,,,,MOT1020,,,,
"MOT1009 - Motion Access Condor Swing Low Energy Operator – LH -  Pull Arm/In Swing -  Silver - Motion Access Condor Swing Low Energy Operator â€“ LH -  Pull Arm/In Swing -  Silver -  - MAC-LL2C-XX - $2,300.00 ",Motion Access,MAC-LL2C-XX,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ LH -  Pull Arm/In Swing -  Silver,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – LH -  Pull Arm/In Swing -  Silver,Special,,,,MOT1009,,,,
"MOT1022 - Motion Access Condor Swing Low Energy Operator – LH -  Pull Arm/In Swing -  Dark Bronze - 36 Inch Can - Motion Access Condor Swing Low Energy Operator â€“ LH -  Pull Arm/In Swing -  Dark Bronze - 36 Inch Can -  - MAC-LL2D-36 - $2,300.00 ",Motion Access,MAC-LL2D-36,2300.0,1110.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ LH -  Pull Arm/In Swing -  Dark Bronze - 36 Inch Can,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – LH -  Pull Arm/In Swing -  Dark Bronze - 36 Inch Can,MSRP,,,,MOT1022,,,,
"MOT1013 - Motion Access Condor Swing Low Energy Operator – LH -  Pull Arm/In Swing -  Dark Bronze - Motion Access Condor Swing Low Energy Operator â€“ LH -  Pull Arm/In Swing -  Dark Bronze -  - MAC-LL2D-XX - $2,300.00 ",Motion Access,MAC-LL2D-XX,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ LH -  Pull Arm/In Swing -  Dark Bronze,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – LH -  Pull Arm/In Swing -  Dark Bronze,Special,,,,MOT1013,,,,
"MOT1010 - Motion Access Condor Swing Low Energy Operator – LH -  Center Hung -  Silver - Motion Access Condor Swing Low Energy Operator â€“ LH -  Center Hung -  Silver -  - MAC-LL3C-XX - $2,300.00 ",Motion Access,MAC-LL3C-XX,2300.0,1072.0,2300.0,Motion Access Condor Swing Low Energy Operator â€“ LH -  Center Hung -  Silver,,"Motion Access, LLC",Motion Access Condor Swing Low Energy Operator – LH -  Center Hung -  Silver,Special,,,,MOT1010,,,,
